,freq
"('맵다', '배송')",1
"('배송', '통')",1
"('썰다', '청양고추')",1
"('배송', '청양고추')",1
"('썰다', '좋아하다')",1
"('배송', '좋아하다')",1
"('보다', '썰다')",1
"('맵다', '썰다')",1
"('맛있다', '썰다')",1
"('덩', '한번')",1
"('배송', '썰다')",1
"('푸다', '한번')",1
"('집', '한번')",1
"('이치', '한번')",1
"('놀다', '한번')",1
"('연한', '한번')",1
"('게', '한번')",1
"('덩', '푸다')",1
"('동생', '푸다')",1
"('게', '이치')",1
"('전', '푸다')",1
"('덩', '집')",1
"('양도', '집')",1
"('동생', '집')",1
"('전', '집')",1
"('오다', '집')",1
"('이치', '재주')",1
"('놀다', '재주')",1
"('연한', '재주')",1
"('게', '재주')",1
"('덩', '재주')",1
"('양도', '재주')",1
"('동생', '재주')",1
"('재주', '전')",1
"('오다', '재주')",1
"('놀다', '이치')",1
"('물다', '이치')",1
"('연한', '이치')",1
"('게', '집')",1
"('연한', '집')",1
"('물다', '집')",1
"('게', '지다')",1
"('오다', '푸다')",1
"('자다', '푸다')",1
"('맛있다', '푸다')",1
"('지다', '집')",1
"('이치', '지다')",1
"('놀다', '지다')",1
"('연한', '지다')",1
"('덩', '지다')",1
"('놀다', '집')",1
"('양도', '지다')",1
"('동생', '지다')",1
"('전', '지다')",1
"('오다', '지다')",1
"('자다', '지다')",1
"('재주', '집')",1
"('이치', '집')",1
"('고해', '지인')",1
"('봣', '정말')",1
"('동시', '미치다')",1
"('고추가', '식감')",1
"('식감', '욧')",1
"('시골', '식감')",1
"('웬', '의사')",1
"('가미', '웬')",1
"('맛', '웬')",1
"('웬', '포장')",1
"('그립다', '웬')",1
"('웬', '짜지다')",1
"('아쉬움', '웬')",1
"('알다', '웬')",1
"('완벽하다', '웬')",1
"('늘다', '웬')",1
"('웬', '정말')",1
"('고해', '웬')",1
"('웬', '지인')",1
"('괜찮다', '웬')",1
"('웬', '좋아하다')",1
"('맵다', '식감')",1
"('미치다', '식감')",1
"('굿굿', '좋아하다')",1
"('식감', '완전')",1
"('굿굿', '미치다')",1
"('굿굿', '주문')",1
"('고추가', '굿굿')",1
"('굿굿', '맵다')",1
"('굿굿', '믿다')",1
"('굿굿', '욧')",1
"('굿굿', '살짝')",1
"('굿굿', '장아찌')",1
"('굿굿', '보다')",1
"('굿굿', '봣')",1
"('굿굿', '시골')",1
"('식감', '웬')",1
"('가미', '식감')",1
"('그립다', '식감')",1
"('식감', '아쉬움')",1
"('식감', '완벽하다')",1
"('고해', '식감')",1
"('미치다', '웬')",1
"('웬', '주문')",1
"('고추가', '웬')",1
"('맵다', '웬')",1
"('미치다', '의사')",1
"('고추가', '의사')",1
"('맵다', '의사')",1
"('믿다', '의사')",1
"('욧', '의사')",1
"('살짝', '의사')",1
"('의사', '후기')",1
"('봣', '의사')",1
"('시골', '의사')",1
"('가미', '맛')",1
"('가미', '포장')",1
"('가미', '그립다')",1
"('가미', '짜지다')",1
"('가미', '아쉬움')",1
"('가미', '알다')",1
"('가미', '완벽하다')",1
"('가미', '늘다')",1
"('완전', '의사')",1
"('의사', '좋아하다')",1
"('괜찮다', '의사')",1
"('시골', '웬')",1
"('믿다', '웬')",1
"('욧', '웬')",1
"('살짝', '웬')",1
"('웬', '후기')",1
"('웬', '장아찌')",1
"('보다', '웬')",1
"('봣', '웬')",1
"('가미', '의사')",1
"('의사', '지인')",1
"('그립다', '의사')",1
"('아쉬움', '의사')",1
"('알다', '의사')",1
"('완벽하다', '의사')",1
"('늘다', '의사')",1
"('의사', '정말')",1
"('고해', '의사')",1
"('굿굿', '완전')",1
"('괜찮다', '굿굿')",1
"('보다', '정말')",1
"('그립다', '재료')",1
"('아쉬움', '재료')",1
"('알다', '재료')",1
"('완벽하다', '재료')",1
"('늘다', '재료')",1
"('재료', '정말')",1
"('고해', '재료')",1
"('재료', '지인')",1
"('괜찮다', '재료')",1
"('재료', '좋아하다')",1
"('완전', '재료')",1
"('미치다', '재료')",1
"('재료', '주문')",1
"('고추가', '재료')",1
"('맵다', '재료')",1
"('믿다', '재료')",1
"('욧', '재료')",1
"('살짝', '재료')",1
"('재료', '짜지다')",1
"('재료', '포장')",1
"('굿굿', '지인')",1
"('맛', '재료')",1
"('동시', '주문')",1
"('고추가', '동시')",1
"('동시', '맵다')",1
"('동시', '믿다')",1
"('동시', '욧')",1
"('동시', '살짝')",1
"('동시', '후기')",1
"('동시', '장아찌')",1
"('동시', '보다')",1
"('동시', '봣')",1
"('동시', '시골')",1
"('만들다', '재료')",1
"('굿굿', '재료')",1
"('식감', '재료')",1
"('웬', '재료')",1
"('의사', '재료')",1
"('가미', '재료')",1
"('재료', '후기')",1
"('장아찌', '재료')",1
"('보다', '재료')",1
"('봣', '재료')",1
"('만들다', '믿다')",1
"('만들다', '욧')",1
"('만들다', '봣')",1
"('만들다', '시골')",1
"('굿굿', '식감')",1
"('굿굿', '웬')",1
"('굿굿', '의사')",1
"('가미', '굿굿')",1
"('굿굿', '포장')",1
"('굿굿', '그립다')",1
"('굿굿', '짜지다')",1
"('굿굿', '아쉬움')",1
"('굿굿', '알다')",1
"('굿굿', '완벽하다')",1
"('굿굿', '늘다')",1
"('굿굿', '정말')",1
"('고해', '굿굿')",1
"('만들다', '맵다')",1
"('고추가', '만들다')",1
"('만들다', '미치다')",1
"('만들다', '짜지다')",1
"('시골', '재료')",1
"('굿굿', '만들다')",1
"('만들다', '웬')",1
"('만들다', '의사')",1
"('가미', '만들다')",1
"('만들다', '포장')",1
"('그립다', '만들다')",1
"('만들다', '아쉬움')",1
"('만들다', '완전')",1
"('만들다', '알다')",1
"('만들다', '완벽하다')",1
"('늘다', '만들다')",1
"('만들다', '정말')",1
"('고해', '만들다')",1
"('만들다', '지인')",1
"('만들다', '좋아하다')",1
"('가미', '정말')",1
"('가미', '고해')",1
"('가미', '지인')",1
"('봣', '아쉬움')",1
"('알다', '완벽하다')",1
"('알다', '정말')",1
"('고해', '알다')",1
"('알다', '지인')",1
"('괜찮다', '알다')",1
"('알다', '완전')",1
"('미치다', '알다')",1
"('고추가', '알다')",1
"('맵다', '알다')",1
"('믿다', '알다')",1
"('알다', '욧')",1
"('살짝', '알다')",1
"('알다', '후기')",1
"('보다', '알다')",1
"('봣', '알다')",1
"('시골', '알다')",1
"('늘다', '완벽하다')",1
"('시골', '아쉬움')",1
"('보다', '아쉬움')",1
"('가미', '괜찮다')",1
"('아쉬움', '장아찌')",1
"('아쉬움', '알다')",1
"('아쉬움', '완벽하다')",1
"('늘다', '아쉬움')",1
"('아쉬움', '정말')",1
"('고해', '아쉬움')",1
"('아쉬움', '지인')",1
"('괜찮다', '아쉬움')",1
"('아쉬움', '좋아하다')",1
"('아쉬움', '완전')",1
"('미치다', '아쉬움')",1
"('아쉬움', '주문')",1
"('고추가', '아쉬움')",1
"('맵다', '아쉬움')",1
"('믿다', '아쉬움')",1
"('아쉬움', '욧')",1
"('살짝', '아쉬움')",1
"('아쉬움', '후기')",1
"('완벽하다', '정말')",1
"('고해', '완벽하다')",1
"('완벽하다', '지인')",1
"('괜찮다', '완벽하다')",1
"('고추가', '늘다')",1
"('늘다', '맵다')",1
"('늘다', '욧')",1
"('늘다', '살짝')",1
"('늘다', '후기')",1
"('늘다', '시골')",1
"('고해', '정말')",1
"('정말', '지인')",1
"('괜찮다', '정말')",1
"('완전', '정말')",1
"('미치다', '정말')",1
"('고추가', '정말')",1
"('맵다', '정말')",1
"('욧', '정말')",1
"('살짝', '정말')",1
"('정말', '후기')",1
"('장아찌', '정말')",1
"('늘다', '미치다')",1
"('늘다', '완전')",1
"('괜찮다', '늘다')",1
"('완벽하다', '욧')",1
"('완벽하다', '좋아하다')",1
"('완벽하다', '완전')",1
"('미치다', '완벽하다')",1
"('완벽하다', '주문')",1
"('고추가', '완벽하다')",1
"('맵다', '완벽하다')",1
"('믿다', '완벽하다')",1
"('살짝', '완벽하다')",1
"('늘다', '지인')",1
"('완벽하다', '후기')",1
"('완벽하다', '장아찌')",1
"('보다', '완벽하다')",1
"('봣', '완벽하다')",1
"('시골', '완벽하다')",1
"('늘다', '정말')",1
"('고해', '늘다')",1
"('시골', '짜지다')",1
"('봣', '짜지다')",1
"('짜지다', '후기')",1
"('믿다', '포장')",1
"('맛', '완전')",1
"('맛', '미치다')",1
"('고추가', '맛')",1
"('맛', '욧')",1
"('맛', '시골')",1
"('그립다', '포장')",1
"('짜지다', '포장')",1
"('아쉬움', '포장')",1
"('알다', '포장')",1
"('완벽하다', '포장')",1
"('늘다', '포장')",1
"('정말', '포장')",1
"('고해', '포장')",1
"('지인', '포장')",1
"('완전', '포장')",1
"('미치다', '포장')",1
"('고추가', '포장')",1
"('맛', '지인')",1
"('고해', '맛')",1
"('맛', '완벽하다')",1
"('가미', '욧')",1
"('가미', '좋아하다')",1
"('가미', '완전')",1
"('가미', '미치다')",1
"('가미', '주문')",1
"('가미', '고추가')",1
"('가미', '맵다')",1
"('가미', '믿다')",1
"('가미', '살짝')",1
"('맛', '알다')",1
"('가미', '후기')",1
"('가미', '장아찌')",1
"('가미', '보다')",1
"('가미', '봣')",1
"('가미', '시골')",1
"('그립다', '맛')",1
"('맛', '아쉬움')",1
"('맵다', '포장')",1
"('욧', '포장')",1
"('살짝', '짜지다')",1
"('포장', '후기')",1
"('그립다', '후기')",1
"('그립다', '장아찌')",1
"('그립다', '보다')",1
"('그립다', '봣')",1
"('그립다', '시골')",1
"('아쉬움', '짜지다')",1
"('알다', '짜지다')",1
"('완벽하다', '짜지다')",1
"('늘다', '짜지다')",1
"('정말', '짜지다')",1
"('고해', '짜지다')",1
"('괜찮다', '짜지다')",1
"('완전', '짜지다')",1
"('미치다', '짜지다')",1
"('고추가', '짜지다')",1
"('맵다', '짜지다')",1
"('욧', '짜지다')",1
"('그립다', '살짝')",1
"('그립다', '욧')",1
"('그립다', '믿다')",1
"('그립다', '정말')",1
"('봣', '포장')",1
"('시골', '포장')",1
"('그립다', '짜지다')",1
"('그립다', '아쉬움')",1
"('그립다', '알다')",1
"('그립다', '완벽하다')",1
"('그립다', '늘다')",1
"('고해', '그립다')",1
"('그립다', '맵다')",1
"('그립다', '지인')",1
"('괜찮다', '그립다')",1
"('그립다', '좋아하다')",1
"('그립다', '완전')",1
"('그립다', '미치다')",1
"('그립다', '주문')",1
"('고추가', '그립다')",1
"('고기', '어느새다')",1
"('들어가다', '배송')",1
"('들어가다', '빠르다')",1
"('시댁', '입가심')",1
"('기한', '어른')",1
"('기한', '콤달콤')",1
"('기한', '시댁')",1
"('기한', '음식')",1
"('어른', '콤달콤')",1
"('시댁', '어른')",1
"('어른', '음식')",1
"('시댁', '콤달콤')",1
"('음식', '콤달콤')",1
"('시댁', '음식')",1
"('모르다', '최고')",1
"('모르다', '인터넷')",1
"('모르다', '좋아하다')",1
"('모르다', '판매')",1
"('모르다', '음식')",1
"('모르다', '반정')",1
"('모르다', '허겁지겁')",1
"('음식', '입가심')",1
"('입가심', '콤달콤')",1
"('오도독', '입가심')",1
"('어른', '입가심')",1
"('어른', '오도독')",1
"('오도독', '콤달콤')",1
"('시댁', '오도독')",1
"('오도독', '음식')",1
"('드리다', '반찬')",1
"('드리다', '입가심')",1
"('기한', '드리다')",1
"('드리다', '어른')",1
"('드리다', '콤달콤')",1
"('드리다', '음식')",1
"('반찬', '입가심')",1
"('기한', '반찬')",1
"('반찬', '어른')",1
"('반찬', '콤달콤')",1
"('반찬', '시댁')",1
"('반찬', '음식')",1
"('기한', '입가심')",1
"('개봉', '모르다')",1
"('먹다', '반정')",1
"('먹다', '허겁지겁')",1
"('개봉', '먹다')",1
"('좋아하다', '허겁지겁')",1
"('개봉', '좋아하다')",1
"('음식', '판매')",1
"('반정', '판매')",1
"('판매', '허겁지겁')",1
"('개봉', '판매')",1
"('반정', '음식')",1
"('음식', '허겁지겁')",1
"('개봉', '음식')",1
"('반정', '허겁지겁')",1
"('개봉', '반정')",1
"('개봉', '허겁지겁')",1
"('제일', '주문')",1
"('제일', '제품')",1
"('가끔', '제일')",1
"('깔끔하다', '제일')",1
"('입안', '제일')",1
"('반정', '좋아하다')",1
"('음식', '좋아하다')",1
"('좋아하다', '판매')",1
"('맛', '판매')",1
"('인터넷', '최고')",1
"('최고', '판매')",1
"('음식', '최고')",1
"('반정', '최고')",1
"('최고', '허겁지겁')",1
"('개봉', '최고')",1
"('맛', '인터넷')",1
"('맛', '반정')",1
"('개봉', '인터넷')",1
"('맛', '허겁지겁')",1
"('개봉', '맛')",1
"('인터넷', '좋아하다')",1
"('인터넷', '판매')",1
"('음식', '인터넷')",1
"('반정', '인터넷')",1
"('인터넷', '허겁지겁')",1
"('기한', '오도독')",1
"('드리다', '오도독')",1
"('맛', '예전')",1
"('맛', '시댁')",1
"('만족하다', '팔다')",1
"('팔다', '팩')",1
"('꼼꼼하다', '팔다')",1
"('보고', '팔다')",1
"('오도독', '팔다')",1
"('드리다', '팔다')",1
"('반찬', '팔다')",1
"('입가심', '팔다')",1
"('기한', '팔다')",1
"('어른', '팔다')",1
"('콤달콤', '팔다')",1
"('시댁', '팔다')",1
"('음식', '팔다')",1
"('팩', '포장')",1
"('오도독', '포장')",1
"('드리다', '포장')",1
"('입가심', '포장')",1
"('팔다', '포장')",1
"('기한', '맛')",1
"('보고', '시댁')",1
"('맛', '입가심')",1
"('예전', '포장')",1
"('만족하다', '예전')",1
"('예전', '팩')",1
"('꼼꼼하다', '예전')",1
"('보고', '예전')",1
"('예전', '오도독')",1
"('드리다', '예전')",1
"('반찬', '예전')",1
"('예전', '입가심')",1
"('기한', '예전')",1
"('어른', '예전')",1
"('예전', '콤달콤')",1
"('시댁', '예전')",1
"('예전', '음식')",1
"('맛', '팔다')",1
"('맛', '팩')",1
"('맛', '오도독')",1
"('기한', '포장')",1
"('어른', '포장')",1
"('콤달콤', '포장')",1
"('시댁', '포장')",1
"('콤달콤', '팩')",1
"('시댁', '팩')",1
"('음식', '팩')",1
"('꼼꼼하다', '오도독')",1
"('꼼꼼하다', '드리다')",1
"('꼼꼼하다', '반찬')",1
"('꼼꼼하다', '입가심')",1
"('기한', '꼼꼼하다')",1
"('꼼꼼하다', '어른')",1
"('꼼꼼하다', '시댁')",1
"('꼼꼼하다', '음식')",1
"('보고', '오도독')",1
"('드리다', '보고')",1
"('보고', '입가심')",1
"('기한', '보고')",1
"('보고', '어른')",1
"('보고', '콤달콤')",1
"('어른', '팩')",1
"('기한', '팩')",1
"('입가심', '팩')",1
"('기한', '만족하다')",1
"('음식', '포장')",1
"('만족하다', '팩')",1
"('만족하다', '보고')",1
"('만족하다', '오도독')",1
"('드리다', '만족하다')",1
"('만족하다', '반찬')",1
"('만족하다', '입가심')",1
"('만족하다', '어른')",1
"('반찬', '팩')",1
"('만족하다', '콤달콤')",1
"('만족하다', '시댁')",1
"('만족하다', '음식')",1
"('꼼꼼하다', '팩')",1
"('보고', '팩')",1
"('오도독', '팩')",1
"('드리다', '팩')",1
"('제품', '주문')",1
"('입안', '주문')",1
"('먹다', '제품')",1
"('구매', '담그다')",1
"('싱겁다', '접')",1
"('싱겁다', '초석')",1
"('맛', '싱겁다')",1
"('담그다', '싱겁다')",1
"('딱이다', '싱겁다')",1
"('싱겁다', '추천')",1
"('보다', '싱겁다')",1
"('싱겁다', '편이')",1
"('접', '초석')",1
"('맛', '접')",1
"('담그다', '접')",1
"('딱이다', '접')",1
"('접', '추천')",1
"('보다', '접')",1
"('접', '편이')",1
"('담그다', '초석')",1
"('딱이다', '초석')",1
"('구매', '편이')",1
"('구매', '접')",1
"('가끔', '제품')",1
"('구매', '싱겁다')",1
"('자주', '추천')",1
"('자주', '편이')",1
"('식감', '인지도')",1
"('식감', '싱겁다')",1
"('식감', '접')",1
"('딱이다', '식감')",1
"('식감', '편이')",1
"('구매', '인지도')",1
"('싱겁다', '인지도')",1
"('인지도', '접')",1
"('인지도', '초석')",1
"('맛', '인지도')",1
"('담그다', '인지도')",1
"('딱이다', '인지도')",1
"('인지도', '추천')",1
"('보다', '인지도')",1
"('인지도', '편이')",1
"('초석', '추천')",1
"('보다', '초석')",1
"('초석', '편이')",1
"('딱이다', '맛')",1
"('만능', '먹다')",1
"('귀차니즘', '먹다')",1
"('먹다', '일식집')",1
"('두고두고', '먹다')",1
"('먹다', '요리')",1
"('먹다', '오이지')",1
"('꼭', '정도')",1
"('궁채', '정도')",1
"('정도', '집')",1
"('나오다', '정도')",1
"('많다', '정도')",1
"('예정', '정도')",1
"('열흘', '정도')",1
"('만들다', '정도')",1
"('나머지', '정도')",1
"('담다', '정도')",1
"('반', '정도')",1
"('간장', '먹다')",1
"('먹다', '움')",1
"('먹다', '통반')",1
"('추천', '편이')",1
"('맛', '편이')",1
"('담그다', '딱이다')",1
"('담그다', '추천')",1
"('담그다', '편이')",1
"('딱이다', '추천')",1
"('딱이다', '보다')",1
"('딱이다', '편이')",1
"('보다', '편이')",1
"('먹다', '사용')",1
"('구매', '달콤하다')",1
"('강하다', '구매')",1
"('달콤하다', '입맛')",1
"('강하다', '달콤하다')",1
"('꼭', '먹다')",1
"('먹다', '열흘')",1
"('나머지', '먹다')",1
"('딱이다', '자주')",1
"('담그다', '자주')",1
"('자주', '초석')",1
"('인지도', '잠')",1
"('모르다', '식감')",1
"('모르다', '인지도')",1
"('구매', '모르다')",1
"('모르다', '싱겁다')",1
"('모르다', '접')",1
"('모르다', '초석')",1
"('담그다', '모르다')",1
"('딱이다', '모르다')",1
"('모르다', '추천')",1
"('모르다', '보다')",1
"('모르다', '편이')",1
"('먹다', '인지도')",1
"('먹다', '싱겁다')",1
"('먹다', '접')",1
"('먹다', '편이')",1
"('물', '잠')",1
"('맛집', '잠')",1
"('모르다', '자주')",1
"('맛집', '모르다')",1
"('모르다', '물')",1
"('맛있다', '입안')",1
"('깔끔하다', '제품')",1
"('입안', '제품')",1
"('장아찌', '제품')",1
"('가끔', '깔끔하다')",1
"('가끔', '입안')",1
"('깔끔하다', '입안')",1
"('입안', '장아찌')",1
"('모르다', '좋다')",1
"('궁채', '모르다')",1
"('맛집', '좋다')",1
"('인지도', '좋다')",1
"('싱겁다', '좋다')",1
"('접', '좋다')",1
"('좋다', '추천')",1
"('좋다', '편이')",1
"('모르다', '잠')",1
"('자주', '잠')",1
"('싱겁다', '잠')",1
"('자주', '접')",1
"('잠', '접')",1
"('물', '추천')",1
"('물', '보다')",1
"('물', '편이')",1
"('맛집', '자주')",1
"('맛집', '식감')",1
"('맛집', '인지도')",1
"('구매', '맛집')",1
"('맛집', '싱겁다')",1
"('맛집', '접')",1
"('맛집', '초석')",1
"('담그다', '맛집')",1
"('딱이다', '맛집')",1
"('맛집', '추천')",1
"('맛집', '보다')",1
"('맛집', '편이')",1
"('인지도', '자주')",1
"('싱겁다', '자주')",1
"('딱이다', '물')",1
"('맛', '물')",1
"('물', '초석')",1
"('궁채', '싱겁다')",1
"('담그다', '잠')",1
"('딱이다', '잠')",1
"('잠', '추천')",1
"('보다', '잠')",1
"('잠', '편이')",1
"('궁채', '물')",1
"('궁채', '인지도')",1
"('궁채', '접')",1
"('물', '접')",1
"('궁채', '추천')",1
"('궁채', '편이')",1
"('맛집', '물')",1
"('물', '자주')",1
"('물', '식감')",1
"('물', '인지도')",1
"('물', '싱겁다')",1
"('예전', '팔다')",1
"('음식', '표기')",1
"('들어가다', '어느새다')",1
"('그냥', '넣다')",1
"('나다', '애용')",1
"('나다', '집')",1
"('그냥', '나다')",1
"('나다', '살짝')",1
"('나다', '자주')",1
"('맛', '애용')",1
"('애용', '집')",1
"('그냥', '애용')",1
"('살짝', '애용')",1
"('애용', '장아찌')",1
"('애용', '자주')",1
"('맛있다', '애용')",1
"('그냥', '집')",1
"('살짝', '집')",1
"('그냥', '살짝')",1
"('그냥', '장아찌')",1
"('살짝', '자주')",1
"('넣다', '자주')",1
"('넣다', '집')",1
"('비교', '없다')",1
"('넣다', '애용')",1
"('비교', '장아찌')",1
"('다르다', '비교')",1
"('다르다', '보다')",1
"('식감', '양념')",1
"('나다', '양념')",1
"('애용', '양념')",1
"('식감', '애용')",1
"('그냥', '식감')",1
"('애용', '좋다')",1
"('먹다', '애용')",1
"('김밥', '나다')",1
"('김밥', '애용')",1
"('김밥', '집')",1
"('그냥', '김밥')",1
"('김밥', '장아찌')",1
"('김밥', '자주')",1
"('나다', '넣다')",1
"('자주', '장아찌')",1
"('돋다', '먹다')",1
"('물다', '입맛')",1
"('입맛', '재주')",1
"('먹다', '설연휴')",1
"('수', '하루')",1
"('설연휴', '하루')",1
"('설연휴', '수')",1
"('배송', '수')",1
"('맛있다', '설연휴')",1
"('배송', '설연휴')",1
"('꼬들감', '좋다')",1
"('궁체', '좋다')",1
"('궁체', '꼬들감')",1
"('돌다', '입맛')",1
"('귀찮다', '엉망')",1
"('귀찮다', '그냥')",1
"('귀찮다', '상태')",1
"('귀찮다', '포장')",1
"('그냥', '엉망')",1
"('그냥', '상태')",1
"('설연휴', '주문')",1
"('주문', '하루')",1
"('가족', '배송')",1
"('맛있다', '일품')",1
"('일품', '입맛')",1
"('맛', '물다')",1
"('물다', '일품')",1
"('돋다', '물다')",1
"('일품', '재주')",1
"('돋다', '재주')",1
"('일품', '자다')",1
"('돋다', '일품')",1
"('가족', '설연휴')",1
"('돋다', '자다')",1
"('돋다', '맛있다')",1
"('좋다', '하루')",1
"('수', '좋다')",1
"('설연휴', '좋다')",1
"('가족', '하루')",1
"('가족', '수')",1
"('다르다', '없다')",1
"('다르다', '맛')",1
"('시댁', '표기')",1
"('아쉽다', '야하다')",1
"('야하다', '열다')",1
"('야하다', '포장')",1
"('아니다', '야하다')",1
"('야하다', '자다')",1
"('맛있다', '야하다')",1
"('받다', '야하다')",1
"('가족', '두다')",1
"('가족', '아쉽다')",1
"('가족', '밀폐')",1
"('가족', '열다')",1
"('가족', '포장')",1
"('가족', '아니다')",1
"('가족', '받다')",1
"('두다', '아쉽다')",1
"('두다', '밀폐')",1
"('두다', '열다')",1
"('두다', '포장')",1
"('밀폐', '야하다')",1
"('두다', '야하다')",1
"('맛', '비교')",1
"('가족', '야하다')",1
"('두다', '뚜껑')",1
"('뚜껑', '아쉽다')",1
"('뚜껑', '밀폐')",1
"('뚜껑', '열다')",1
"('뚜껑', '포장')",1
"('뚜껑', '아니다')",1
"('뚜껑', '자다')",1
"('뚜껑', '맛있다')",1
"('뚜껑', '받다')",1
"('야하다', '용기')",1
"('가족', '용기')",1
"('두다', '용기')",1
"('아쉽다', '용기')",1
"('밀폐', '용기')",1
"('열다', '용기')",1
"('아니다', '용기')",1
"('받다', '용기')",1
"('두다', '아니다')",1
"('두다', '자다')",1
"('두다', '받다')",1
"('밀폐', '아쉽다')",1
"('맛', '즐기다')",1
"('일품', '즐기다')",1
"('사먹다', '유리')",1
"('사먹다', '항상')",1
"('맛', '사먹다')",1
"('비교', '사먹다')",1
"('보다', '사먹다')",1
"('다르다', '사먹다')",1
"('유리', '항상')",1
"('비교', '유리')",1
"('다르다', '유리')",1
"('궁채', '항상')",1
"('궁채', '비교')",1
"('맛', '항상')",1
"('없다', '항상')",1
"('비교', '항상')",1
"('다르다', '항상')",1
"('개운하다', '일품')",1
"('개운하다', '즐기다')",1
"('받다', '아니다')",1
"('밀폐', '자다')",1
"('아쉽다', '열다')",1
"('아니다', '아쉽다')",1
"('아쉽다', '자다')",1
"('맛있다', '아쉽다')",1
"('받다', '아쉽다')",1
"('밀폐', '열다')",1
"('밀폐', '아니다')",1
"('맛있다', '밀폐')",1
"('받다', '포장')",1
"('밀폐', '받다')",1
"('열다', '포장')",1
"('아니다', '열다')",1
"('열다', '자다')",1
"('맛있다', '열다')",1
"('받다', '열다')",1
"('아니다', '포장')",1
"('그냥', '포장')",1
"('머깃', '머싯')",1
"('머것', '머깃')",1
"('건강하다', '드리다')",1
"('건강하다', '입가심')",1
"('건강하다', '기한')",1
"('건강하다', '어른')",1
"('건강하다', '콤달콤')",1
"('건강하다', '시댁')",1
"('건강하다', '음식')",1
"('부끄럽다', '차례')",1
"('차례', '표기')",1
"('예전', '차례')",1
"('맛', '차례')",1
"('차례', '팔다')",1
"('차례', '포장')",1
"('만족하다', '차례')",1
"('차례', '팩')",1
"('꼼꼼하다', '차례')",1
"('보고', '차례')",1
"('오도독', '차례')",1
"('건강하다', '반찬')",1
"('건강하다', '오도독')",1
"('마싯다', '머깃')",1
"('건강하다', '보고')",1
"('반찬', '유통')",1
"('유통', '입가심')",1
"('기한', '유통')",1
"('어른', '유통')",1
"('유통', '콤달콤')",1
"('시댁', '유통')",1
"('유통', '음식')",1
"('건강하다', '차례')",1
"('건강하다', '부끄럽다')",1
"('건강하다', '표기')",1
"('건강하다', '예전')",1
"('건강하다', '맛')",1
"('건강하다', '팔다')",1
"('건강하다', '포장')",1
"('건강하다', '만족하다')",1
"('건강하다', '팩')",1
"('건강하다', '꼼꼼하다')",1
"('드리다', '차례')",1
"('반찬', '차례')",1
"('입가심', '차례')",1
"('기한', '차례')",1
"('부끄럽다', '시댁')",1
"('부끄럽다', '음식')",1
"('예전', '표기')",1
"('맛', '표기')",1
"('팔다', '표기')",1
"('포장', '표기')",1
"('만족하다', '표기')",1
"('팩', '표기')",1
"('꼼꼼하다', '표기')",1
"('보고', '표기')",1
"('오도독', '표기')",1
"('드리다', '표기')",1
"('반찬', '표기')",1
"('입가심', '표기')",1
"('기한', '표기')",1
"('어른', '표기')",1
"('콤달콤', '표기')",1
"('부끄럽다', '콤달콤')",1
"('부끄럽다', '어른')",1
"('기한', '부끄럽다')",1
"('부끄럽다', '팔다')",1
"('어른', '차례')",1
"('차례', '콤달콤')",1
"('시댁', '차례')",1
"('음식', '차례')",1
"('부끄럽다', '표기')",1
"('부끄럽다', '예전')",1
"('맛', '부끄럽다')",1
"('부끄럽다', '포장')",1
"('부끄럽다', '입가심')",1
"('만족하다', '부끄럽다')",1
"('부끄럽다', '팩')",1
"('꼼꼼하다', '부끄럽다')",1
"('보고', '부끄럽다')",1
"('부끄럽다', '오도독')",1
"('드리다', '부끄럽다')",1
"('반찬', '부끄럽다')",1
"('드리다', '유통')",1
"('오도독', '유통')",1
"('보고', '유통')",1
"('느끼하다', '만족하다')",1
"('먹다', '부끄럽다')",1
"('먹다', '표기')",1
"('먹다', '예전')",1
"('먹다', '팔다')",1
"('먹다', '팩')",1
"('기한', '먹다')",1
"('먹다', '어른')",1
"('먹다', '시댁')",1
"('느끼하다', '설')",1
"('느끼하다', '유통')",1
"('건강하다', '느끼하다')",1
"('느끼하다', '차례')",1
"('느끼하다', '부끄럽다')",1
"('느끼하다', '표기')",1
"('느끼하다', '예전')",1
"('느끼하다', '맛')",1
"('느끼하다', '팔다')",1
"('먹다', '차례')",1
"('건강하다', '먹다')",1
"('먹다', '유통')",1
"('유통', '좋다')",1
"('머것', '머싯')",1
"('마싯다', '머싯')",1
"('마싯다', '머것')",1
"('어머니', '좋아하다')",1
"('달', '듯')",1
"('듯', '좋다')",1
"('듯', '맛')",1
"('건강하다', '좋다')",1
"('시댁', '좋다')",1
"('좋다', '차례')",1
"('부끄럽다', '좋다')",1
"('좋다', '표기')",1
"('예전', '좋다')",1
"('좋다', '팔다')",1
"('기한', '좋다')",1
"('어른', '좋다')",1
"('느끼하다', '포장')",1
"('느끼하다', '팩')",1
"('꼼꼼하다', '유통')",1
"('꼼꼼하다', '느끼하다')",1
"('드리다', '설')",1
"('설', '입가심')",1
"('기한', '설')",1
"('설', '어른')",1
"('설', '콤달콤')",1
"('설', '시댁')",1
"('설', '음식')",1
"('건강하다', '유통')",1
"('유통', '차례')",1
"('부끄럽다', '유통')",1
"('유통', '표기')",1
"('예전', '유통')",1
"('맛', '유통')",1
"('유통', '팔다')",1
"('유통', '포장')",1
"('만족하다', '유통')",1
