,reviews,ratings,days,options,buyer_categorys,유통기한,포장,맛 만족도
337,"배송 잘 받았습니다
먹어봤더니 맛있네요
새콤한맛이 조금 부족한거 같아요
잘 먹을께요",4,2023.11.30.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요
338,잘 받았습니다 감사합니다,5,2023.11.30.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
339,궁채 역시나 맛있어요! 맛도리집이네요ㅎㅎ,5,2023.11.30.,유통기한꽤 남았어요포장적당해요맛 만족도맛있어요,,꽤 남았어요,적당해요,맛있어요
340,"너무나 맛있게 먹었던 아이 입니다
아프신 엄마가 입맛이 없어 이걸로  식사를 좀 하셨습니다 ~담에 또 구매 하겠습니다",5,2023.11.30.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
341,궁채장아찌 너무 맛있어요 재구매했네요,5,2023.11.29.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요
342,새콤달콤 하네요! 맛나요 ㅎ,4,2023.11.29.,구매자거주인원 2인유통기한꽤 남았어요포장적당해요맛 만족도맛있어요,구매자거주인원 2인,꽤 남았어요,적당해요,맛있어요
343,궁채장아찌 맛있었네영,5,2023.11.29.,맛 만족도평범해요유통기한아주 넉넉해요포장적당해요,,평범해요,아주 넉넉해요,적당해요
344,"맛있다고 추천했는데,
엄마도 맛있다네요
저도 다 먹으면 재주문하려구요",5,2023.11.28.,구매자거주인원 3인취학자녀 가정유통기한꽤 남았어요포장적당해요맛 만족도맛있어요,구매자거주인원 3인취학자녀 가정,꽤 남았어요,적당해요,맛있어요
345,엄마 1통 드렸는데 너무 맛있다고 하셔서 더 주문해 드렸네요. 진짜 짜지도 너무 맛있어요~,5,2023.11.28.,구매자거주인원 4인유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 4인,아주 넉넉해요,꼼꼼해요,맛있어요
346,맛있었어요. 밥이랑 먹었는데 식감도 좋구 맛있어요 굿굿,5,2023.11.28.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
347,가성비 좋거 구매평이 좋길래 구매해봤어요. 우리가족 입맛엔 좀 짠 것 같지만 아삭거리는 식감도 좋고 맛있어요. 먹을 때마다 조금씩 덜어서 물에 살짝 씻어먹으면 간이 맞더라구요. 만족합니다.,4,2023.11.28.,구매자거주인원 3인취학자녀 가정유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 3인취학자녀 가정,아주 넉넉해요,꼼꼼해요,맛있어요
348,맛있어서 재구매했어요,5,2023.11.27.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
349,생각했던거 만큼 맛있어요 재주문할께요,5,2023.11.26.,구매자거주인원 3인대가족유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 3인대가족,아주 넉넉해요,꼼꼼해요,맛있어요
350,짜지않고 아삭아삭 맛있어요,5,2023.11.24.,구매자거주인원 5인대가족유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 5인대가족,아주 넉넉해요,꼼꼼해요,맛있어요
351,방부제나 첨가물이 안들어가고 국산이라 믿고 구매해봤어요 잘 먹을께요,5,2023.11.23.,맛 만족도평범해요유통기한꽤 남았어요포장적당해요,,평범해요,꽤 남았어요,적당해요
352,"사진과 같아요
맛잇어요",3,2023.11.23.,맛 만족도평범해요유통기한꽤 남았어요포장적당해요,,평범해요,꽤 남았어요,적당해요
353,평소에 좋아했던 궁채 장아찌라 구매했어요 맛은 있는데 조금 신것 같아요,4,2023.11.23.,구매자거주인원 2인취학자녀 가정유통기한꽤 남았어요포장적당해요맛 만족도맛있어요,구매자거주인원 2인취학자녀 가정,꽤 남았어요,적당해요,맛있어요
354,빠른 배송 감사 합니다 ㅎㅎ 맛있어요,5,2023.11.23.,유통기한아주 넉넉해요포장적당해요맛 만족도맛있어요,,아주 넉넉해요,적당해요,맛있어요
355,"맛있어요ㅎㅎ 
빨갛게 무쳐서 먹어도 맛잇구요ㅎㅎ",5,2023.11.23.,구매자거주인원 2인신혼/부부유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 2인신혼/부부,아주 넉넉해요,꼼꼼해요,맛있어요
356,오도독 오도독 식감이 좋네요 저녁에 삼겹살이랑 맛있게 먹었어요 금방 다 먹을듯 하네요,5,2023.11.22.,유통기한꽤 남았어요포장적당해요맛 만족도맛있어요,,꽤 남았어요,적당해요,맛있어요
357,단골맛집 친구에 친구  막 소개시켜주고 있는데 다들 너무 맛있데요  근데  기본맛에  청꼬썰고 슬라이스마늘 넣고  같이 넣어먹어도 너무 맛있습니다 정말 정말 맛집,5,2023.11.22.,구매자거주인원 2인싱글유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 2인싱글,아주 넉넉해요,꼼꼼해요,맛있어요
358,궁채 너무 맛있어서 늘 직장 동료들과 함께 주문해요. 배송 진짜 빨라서 만족도 최상입니다. 아삭아삭한 식감이 좋아 아이들도 잘 먹어요,5,2023.11.22.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요
359,단양구경시장 유리네 수제 궁채장아찌 절임,4,2023.11.22.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요
360,입맛없을때 밥도둑입니다 맛나요 식감은 또 어떻게요~ 아삭아삭 맛있어요,5,2023.11.22.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
361,밥도둑 맛도좋고가격도좋네요,5,2023.11.22.,구매자거주인원 2인유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 2인,아주 넉넉해요,꼼꼼해요,맛있어요
362,"ㅎ ㅎ 맛있어요♡
강추입니다~~",5,2023.11.21.,구매자거주인원 3인취학자녀 가정유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 3인취학자녀 가정,아주 넉넉해요,꼼꼼해요,맛있어요
363,포장 꼼꼼하게 잘 왔으니 맛도 좋을듯해요,5,2023.11.21.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
364,"떨어지기 전에 미리 쟁여 놓는 밑반찬입니다.
김밥 쌀 때 단무지 대신 아주 좋습니다.",5,2023.11.21.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
365,넘 맛있어요~ 또또 주문하겠습니다.,5,2023.11.20.,구매자거주인원 3인취학자녀 가정유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 3인취학자녀 가정,꽤 남았어요,꼼꼼해요,맛있어요
366,"아삭한 식감이 매우 좋으며,감칠맛이 나서 너무 좋아요 하지만 신맛이 넘 강해 아쉽네요",4,2023.11.20.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
367,오독오독하고 맛있어요. 주변에 얘기해서 항상 같이 시켜요.,5,2023.11.20.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요
368,"진짜진짜 2키로 많나 했는데 금방 뚝딱 매끼 먹어요,, 4키로는 불러야겠어요,, 받은 지 일주일도 안됐는데 반도 안남았어요,,",5,2023.11.20.,구매자거주인원 3인영유아 가정유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 3인영유아 가정,아주 넉넉해요,꼼꼼해요,맛있어요
